회사명,항목,외인,기관,개인,개반,법인,총점
클래시스,3년,72.1,18.0,29.8,70.2,10.5,53.4
클래시스,합산,87.4,31.5,13.1,86.9,24.1,68.6
카카오페이,1년,94.8,89.2,1.5,98.5,6.3,94.2
카카오페이,2년,84.8,84.8,11.0,89.0,24.2,86.2
카카오페이,3년,91.0,83.3,6.7,93.3,59.5,89.2
카카오페이,합산,90.2,85.8,6.4,93.6,30.0,89.9
한화솔루션,1년,93.7,89.5,2.0,98.0,19.0,93.7
한화솔루션,2년,92.2,97.9,1.9,98.1,15.7,96.1
한화솔루션,3년,61.7,98.4,7.9,92.1,38.4,84.1
한화솔루션,합산,82.5,95.3,3.9,96.1,24.4,91.3
한국가스공사,1년,66.4,33.6,51.4,48.6,57.5,49.5
한국가스공사,2년,72.3,36.7,39.5,60.5,53.0,56.5
한국가스공사,3년,77.1,62.4,28.0,72.0,35.9,70.5
한국가스공사,합산,71.9,44.2,39.6,60.4,48.8,58.8
리노공업,1년,34.4,76.6,33.5,66.5,71.4,59.2
리노공업,2년,28.3,64.3,65.2,34.8,80.8,42.5
리노공업,3년,27.5,70.0,68.4,31.6,75.7,43.0
리노공업,합산,30.1,70.3,55.7,44.3,76.0,48.2
엘앤에프,1년,49.4,62.9,33.9,66.1,91.2,59.5
엘앤에프,2년,87.2,67.5,20.0,80.0,87.7,78.2
엘앤에프,3년,88.1,72.9,17.7,82.3,56.6,81.1
엘앤에프,합산,74.9,67.8,23.9,76.1,78.5,72.9
한미약품,1년,39.6,76.7,9.3,90.7,54.6,69.0
한미약품,2년,62.5,77.3,11.7,88.3,45.3,76.0
한미약품,3년,71.6,84.8,15.9,84.1,33.8,80.2
한미약품,합산,57.9,79.6,12.3,87.7,44.6,75.1
현대건설,1년,95.4,69.4,1.9,98.1,2.9,87.6
현대건설,2년,82.7,90.5,2.0,98.0,3.2,90.4
현대건설,3년,67.8,91.3,8.0,92.0,9.1,83.7
현대건설,합산,82.0,83.7,4.0,96.0,5.1,87.2
키움증권,1년,75.0,81.3,8.4,91.6,22.5,82.6
키움증권,2년,50.2,94.7,2.7,97.3,7.9,80.7
키움증권,3년,67.7,92.3,5.0,95.0,9.0,85.0
키움증권,합산,64.3,89.4,5.4,94.6,13.1,82.8
휴젤,1년,4.2,95.9,58.0,42.0,91.4,47.4
휴젤,2년,6.6,97.2,10.3,89.7,56.5,64.5
휴젤,3년,7.0,96.1,9.8,90.2,32.0,64.4
휴젤,합산,5.9,96.4,26.0,74.0,60.0,58.8
현대제철,1년,97.3,65.7,2.8,97.2,67.2,86.7
현대제철,2년,92.5,44.7,7.8,92.2,80.3,76.5
현대제철,3년,61.8,73.5,25.0,75.0,65.9,70.1
현대제철,합산,83.9,61.3,11.9,88.1,71.1,77.8
엔켐,1년,24.1,58.0,54.0,46.0,73.9,42.7
엔켐,2년,77.1,10.8,87.3,12.7,24.6,33.5
엔켐,3년,78.6,11.3,85.5,14.5,20.3,34.8
엔켐,합산,59.9,26.7,75.6,24.4,39.6,37.0
포스코DX,1년,31.6,6.7,92.4,7.6,80.9,15.3
포스코DX,2년,70.7,54.9,35.6,64.4,61.9,63.3
포스코DX,3년,83.7,68.4,21.3,78.7,68.7,76.9
포스코DX,합산,62.0,43.3,49.8,50.2,70.5,51.8
금호석유,1년,82.9,40.5,24.9,75.1,43.2,66.2
금호석유,2년,78.0,37.3,44.9,55.1,48.1,56.8
금호석유,3년,62.3,30.5,64.0,36.0,49.6,42.9
금호석유,합산,74.4,36.1,44.6,55.4,47.0,55.3
한온시스템,1년,97.9,86.1,1.6,98.4,6.9,94.1
한온시스템,2년,95.0,95.8,3.8,96.2,4.7,95.7
한온시스템,3년,93.6,84.8,6.4,93.6,8.3,90.7
한온시스템,합산,95.5,88.9,3.9,96.1,6.6,93.5
CJ,1년,42.8,75.5,35.1,64.9,28.1,61.1
CJ,2년,26.1,84.0,12.0,88.0,66.6,66.0
CJ,3년,21.1,88.3,10.5,89.5,63.6,66.3
CJ,합산,30.0,82.6,19.2,80.8,52.8,64.5
HPSP,1년,90.6,17.6,22.8,77.2,87.9,61.8
HPSP,2년,94.0,27.2,18.6,81.4,26.3,67.5
HPSP,3년,96.3,20.4,20.2,79.8,16.0,65.5
HPSP,합산,93.6,21.7,20.5,79.5,43.4,64.9
JYP Ent.,1년,93.8,83.6,2.9,97.1,35.0,91.5
JYP Ent.,2년,93.8,62.7,11.6,88.4,26.5,81.6
JYP Ent.,3년,94.3,33.2,28.1,71.9,18.7,66.5
JYP Ent.,합산,94.0,59.8,14.2,85.8,26.7,79.9
대한전선,1년,40.6,68.4,34.0,66.0,61.4,58.3
대한전선,2년,36.9,68.0,49.5,50.5,65.8,51.8
대한전선,3년,26.8,60.1,59.7,40.3,74.7,42.4
대한전선,합산,34.8,65.5,47.7,52.3,67.3,50.8
한전기술,1년,38.5,78.4,39.7,60.3,54.5,59.1
한전기술,2년,48.2,82.5,32.1,67.9,50.3,66.2
한전기술,3년,43.8,83.6,40.1,59.9,52.3,62.4
한전기술,합산,43.5,81.5,37.3,62.7,52.4,62.6
파마리서치,1년,66.9,17.1,59.9,40.1,41.9,41.4
파마리서치,2년,74.9,16.3,57.2,42.8,31.0,44.7
파마리서치,3년,85.0,19.1,35.8,64.2,25.7,56.1
파마리서치,합산,75.6,17.5,51.0,49.0,32.9,47.4
롯데케미칼,1년,92.6,88.7,1.1,98.9,3.8,93.4
롯데케미칼,2년,95.5,86.4,1.3,98.7,8.2,93.5
롯데케미칼,3년,83.4,86.4,8.3,91.7,6.8,87.2
롯데케미칼,합산,90.5,87.2,3.6,96.4,6.3,91.4
휠라홀딩스,1년,61.3,51.3,32.8,67.2,45.2,59.9
휠라홀딩스,2년,56.1,37.4,15.4,84.6,80.6,59.4
휠라홀딩스,3년,88.7,14.1,3.8,96.2,92.1,66.3
휠라홀딩스,합산,68.7,34.3,17.3,82.7,72.6,61.9
신성델타테크,1년,40.9,87.3,32.3,67.7,20.3,65.3
신성델타테크,2년,51.0,34.3,71.4,28.6,11.3,38.0
신성델타테크,3년,51.8,21.5,81.5,18.5,7.8,30.6
신성델타테크,합산,47.9,47.7,61.7,38.3,13.1,44.6
F&F,1년,90.4,52.6,54.4,45.6,9.8,62.9
F&F,2년,65.5,96.5,9.7,90.3,3.3,84.1
F&F,3년,69.0,70.9,61.3,38.7,3.3,59.5
F&F,합산,75.0,73.3,41.8,58.2,5.5,68.8
동서,1년,94.0,63.8,10.2,89.8,72.3,82.5
동서,2년,74.3,47.8,41.9,58.1,67.6,60.1
동서,3년,29.3,74.4,24.0,76.0,59.0,59.9
동서,합산,65.9,62.0,25.4,74.6,66.3,67.5
한화,1년,51.7,74.0,20.1,79.9,43.9,68.5
한화,2년,66.0,69.5,12.1,87.9,56.6,74.5
한화,3년,63.6,61.5,24.1,75.9,45.6,67.0
한화,합산,60.4,68.3,18.8,81.2,48.7,70.0
에스원,1년,65.4,68.4,13.9,86.1,21.4,73.3
에스원,2년,83.0,37.5,7.6,92.4,44.1,71.0
에스원,3년,33.8,81.5,11.8,88.2,14.5,67.8
에스원,합산,60.7,62.5,11.1,88.9,26.7,70.7
셀트리온제약,1년,87.7,58.5,8.3,91.7,28.6,79.3
셀트리온제약,2년,85.4,68.1,17.1,82.9,53.4,78.8
셀트리온제약,3년,79.2,65.9,22.0,78.0,55.4,74.4
셀트리온제약,합산,84.1,64.2,15.8,84.2,45.8,77.5
코오롱티슈진,1년,31.1,15.9,83.6,16.4,81.5,21.1
코오롱티슈진,2년,45.4,8.8,89.9,10.1,90.5,21.4
코오롱티슈진,3년,51.1,10.0,87.8,12.2,87.3,24.4
코오롱티슈진,합산,42.5,11.6,87.1,12.9,86.4,22.3
KCC,1년,86.5,58.5,15.7,84.3,68.6,76.4
KCC,2년,88.8,84.6,7.8,92.2,86.2,88.5
KCC,3년,35.9,78.8,42.3,57.7,54.0,57.5
KCC,합산,70.4,74.0,21.9,78.1,69.6,74.1
현대해상,1년,41.3,86.2,4.9,95.1,13.2,74.2
현대해상,2년,42.7,78.5,14.7,85.3,25.9,68.8
현대해상,3년,60.9,55.8,14.5,85.5,31.9,67.4
현대해상,합산,48.3,73.5,11.4,88.6,23.7,70.1
산일전기,1년,78.2,61.3,11.1,88.9,9.0,76.1
산일전기,2년,78.2,61.3,11.1,88.9,9.0,76.1
산일전기,3년,78.2,61.3,11.1,88.9,9.0,76.1
산일전기,합산,78.2,61.3,11.1,88.9,9.0,76.1
롯데지주,1년,68.0,89.4,10.8,89.2,12.7,82.2
롯데지주,2년,76.9,61.8,20.6,79.4,17.7,72.7
롯데지주,3년,74.2,53.1,29.3,70.7,47.5,66.0
롯데지주,합산,73.0,68.1,20.2,79.8,26.0,73.6
아시아나항공,1년,92.6,91.0,5.6,94.4,73.1,92.7
아시아나항공,2년,82.4,67.1,14.8,85.2,84.6,78.2
아시아나항공,3년,60.9,89.6,6.7,93.3,88.8,81.3
아시아나항공,합산,78.6,82.6,9.0,91.0,82.2,84.1
한화생명,1년,49.5,87.4,16.8,83.2,19.9,73.4
한화생명,2년,75.6,56.1,11.4,88.6,66.8,73.4
한화생명,3년,74.6,55.4,22.9,77.1,63.1,69.0
한화생명,합산,66.6,66.3,17.0,83.0,49.9,71.9
펩트론,1년,71.6,86.3,19.4,80.6,29.7,79.5
펩트론,2년,84.9,87.0,12.3,87.7,65.0,86.5
펩트론,3년,88.9,89.8,8.9,91.1,74.8,89.9
펩트론,합산,81.8,87.7,13.5,86.5,56.5,85.3
한올바이오파마,1년,53.6,35.4,63.4,36.6,52.6,41.9
한올바이오파마,2년,88.9,85.1,10.4,89.6,51.3,87.9
한올바이오파마,3년,92.7,92.7,5.3,94.7,59.7,93.4
한올바이오파마,합산,78.4,71.1,26.4,73.6,54.5,74.4
한전KPS,1년,93.4,12.6,15.2,84.8,89.7,63.6
한전KPS,2년,90.5,25.8,8.5,91.5,82.6,69.3
한전KPS,3년,73.5,31.0,30.2,69.8,67.0,58.1
한전KPS,합산,85.8,23.1,18.0,82.0,79.8,63.7
HL만도,1년,46.7,81.4,17.0,83.0,77.8,70.4
HL만도,2년,24.8,91.5,11.7,88.3,27.5,68.2
HL만도,3년,13.8,93.3,31.3,68.7,17.5,58.6
HL만도,합산,28.4,88.7,20.0,80.0,40.9,65.7
현대엘리베이,1년,92.4,91.4,5.1,94.9,81.8,92.9
현대엘리베이,2년,17.2,88.7,9.7,90.3,85.9,65.4
현대엘리베이,3년,11.6,92.1,7.2,92.8,84.5,65.5
현대엘리베이,합산,40.4,90.7,7.3,92.7,84.1,74.6
농심,1년,64.1,77.6,10.1,89.9,35.8,77.2
농심,2년,64.0,55.8,20.1,79.9,48.5,66.6
농심,3년,88.8,33.1,11.3,88.7,27.7,70.2
농심,합산,72.3,55.5,13.8,86.2,37.3,71.3
이오테크닉스,1년,22.1,77.5,44.7,55.3,44.7,51.6
이오테크닉스,2년,71.5,63.0,10.5,89.5,11.8,74.7
이오테크닉스,3년,74.4,74.2,6.4,93.6,9.1,80.7
이오테크닉스,합산,56.0,71.6,20.5,79.5,21.9,69.0
SK가스,1년,40.3,70.4,14.8,85.2,90.7,65.3
SK가스,2년,89.0,14.0,23.2,76.8,94.7,59.9
SK가스,3년,92.0,29.3,16.2,83.8,95.1,68.4
SK가스,합산,73.8,37.9,18.1,81.9,93.5,64.5
아모레G,1년,42.1,97.3,1.8,98.2,22.8,79.2
아모레G,2년,43.0,88.3,5.6,94.4,44.9,75.2
아모레G,3년,77.7,37.7,7.4,92.6,35.1,69.3
아모레G,합산,54.3,74.4,4.9,95.1,34.3,74.6
실리콘투,1년,76.7,70.3,15.7,84.3,24.2,77.1
실리콘투,2년,89.4,74.3,15.9,84.1,78.5,82.6
실리콘투,3년,91.9,82.2,11.9,88.1,39.1,87.4
실리콘투,합산,86.0,75.6,14.5,85.5,47.3,82.4
이수페타시스,1년,54.0,93.4,5.8,94.2,40.0,80.5
이수페타시스,2년,81.6,79.7,9.9,90.1,54.4,83.8
이수페타시스,3년,91.2,57.5,12.2,87.8,52.6,78.8
이수페타시스,합산,75.6,76.9,9.3,90.7,49.0,81.0
한미사이언스,1년,30.0,87.6,33.2,66.8,30.1,61.5
한미사이언스,2년,35.3,75.3,33.6,66.4,37.6,59.0
한미사이언스,3년,72.2,40.3,33.7,66.3,34.1,59.6
한미사이언스,합산,45.8,67.7,33.5,66.5,33.9,60.0
제일기획,1년,73.4,41.4,11.7,88.3,35.3,67.7
제일기획,2년,78.8,36.6,5.6,94.4,17.6,69.9
제일기획,3년,87.5,37.9,2.8,97.2,10.1,74.2
제일기획,합산,79.9,38.6,6.7,93.3,21.0,70.6
한화엔진,1년,94.3,91.5,3.9,96.1,35.0,94.0
한화엔진,2년,91.9,94.0,4.1,95.9,16.7,93.9
한화엔진,3년,92.3,95.3,3.3,96.7,17.3,94.8
한화엔진,합산,92.8,93.6,3.8,96.2,23.0,94.2
테크윙,1년,83.8,53.2,15.1,84.9,51.0,74.0
테크윙,2년,94.7,87.6,3.6,96.4,51.8,92.9
테크윙,3년,94.5,88.1,3.2,96.8,52.1,93.1
테크윙,합산,91.0,76.3,7.3,92.7,51.6,86.7
더존비즈온,1년,15.2,83.9,19.9,80.1,85.5,59.7
더존비즈온,2년,11.0,92.5,7.7,92.3,93.0,65.3
더존비즈온,3년,38.0,83.4,12.5,87.5,68.8,69.6
더존비즈온,합산,21.4,86.6,13.4,86.6,82.4,64.9
루닛,1년,29.3,73.8,40.5,59.5,44.8,54.2
루닛,2년,25.3,33.0,84.3,15.7,15.9,24.7
루닛,3년,19.0,20.5,90.7,9.3,9.8,16.3
루닛,합산,24.5,42.4,71.8,28.2,23.5,31.7
에이피알,1년,43.3,56.9,43.2,56.8,51.8,52.3
에이피알,2년,43.3,56.9,43.2,56.8,51.8,52.3
에이피알,3년,43.3,56.9,43.2,56.8,51.8,52.3
에이피알,합산,43.3,56.9,43.2,56.8,51.8,52.3
코스맥스,1년,79.6,57.1,8.2,91.8,41.0,76.2
코스맥스,2년,91.9,71.1,6.1,93.9,66.7,85.6
코스맥스,3년,95.6,87.7,3.5,96.5,74.0,93.3
코스맥스,합산,89.0,72.0,5.9,94.1,60.6,85.0
에스엠,1년,32.4,55.0,14.6,85.4,72.6,57.6
에스엠,2년,41.6,39.9,43.9,56.1,71.0,45.9
에스엠,3년,70.7,27.4,24.1,75.9,79.7,58.0
에스엠,합산,48.2,40.8,27.5,72.5,74.4,53.8
CJ대한통운,1년,29.0,95.9,2.3,97.7,89.2,74.2
CJ대한통운,2년,17.4,93.2,4.4,95.6,89.9,68.7
CJ대한통운,3년,59.2,65.0,5.6,94.4,64.2,72.9
CJ대한통운,합산,35.2,84.7,4.1,95.9,81.1,71.9
펄어비스,1년,34.1,95.3,36.6,63.4,19.8,64.3
펄어비스,2년,75.8,80.8,12.9,87.1,51.4,81.2
펄어비스,3년,69.3,94.1,10.5,89.5,45.0,84.3
펄어비스,합산,59.7,90.1,20.0,80.0,38.7,76.6
팬오션,1년,68.6,83.1,8.5,91.5,13.7,81.1
팬오션,2년,90.7,87.2,3.1,96.9,24.8,91.6
팬오션,3년,77.8,65.1,19.7,80.3,65.7,74.4
팬오션,합산,79.0,78.5,10.4,89.6,34.7,82.4
이마트,1년,89.9,69.6,4.6,95.4,12.8,85.0
이마트,2년,93.7,75.4,3.2,96.8,11.0,88.6
이마트,3년,91.7,91.6,4.1,95.9,15.2,93.1
이마트,합산,91.8,78.9,4.0,96.0,13.0,88.9
영원무역,1년,70.3,87.5,8.4,91.6,9.6,83.1
영원무역,2년,76.9,75.8,8.6,91.4,13.5,81.4
영원무역,3년,72.2,72.5,9.5,90.5,21.1,78.4
영원무역,합산,73.1,78.6,8.8,91.2,14.7,81.0
코스모신소재,1년,31.8,27.5,74.6,25.4,74.3,28.2
코스모신소재,2년,57.6,16.0,69.0,31.0,71.0,34.9
코스모신소재,3년,82.5,16.6,59.0,41.0,31.9,46.7
코스모신소재,합산,57.3,20.0,67.5,32.5,59.1,36.6
에스티팜,1년,48.3,85.9,54.5,45.5,17.2,59.9
에스티팜,2년,61.9,61.2,63.5,36.5,15.4,53.2
에스티팜,3년,41.1,75.7,36.0,64.0,35.1,60.3
에스티팜,합산,50.4,74.3,51.3,48.7,22.6,57.8
BGF리테일,1년,45.4,87.0,23.3,76.7,26.1,69.7
BGF리테일,2년,87.3,54.4,6.1,93.9,13.2,78.5
BGF리테일,3년,74.5,71.5,8.4,91.6,12.9,79.2
BGF리테일,합산,69.1,71.0,12.6,87.4,17.4,75.8
씨에스윈드,1년,58.3,88.8,16.4,83.6,59.3,76.9
씨에스윈드,2년,38.8,95.9,6.3,93.7,31.0,76.1
씨에스윈드,3년,44.8,92.5,11.8,88.2,35.2,75.2
씨에스윈드,합산,47.3,92.4,11.5,88.5,41.8,76.1
한화비전,1년,35.1,56.8,66.4,33.6,52.8,41.8
한화비전,2년,35.1,56.8,66.4,33.6,52.8,41.8
한화비전,3년,35.1,56.8,66.4,33.6,52.8,41.8
한화비전,합산,35.1,56.8,66.4,33.6,52.8,41.8
SK아이이테크놀로지,1년,94.2,85.7,1.1,98.9,3.2,92.9
SK아이이테크놀로지,2년,61.3,94.7,12.8,87.2,31.1,81.1
SK아이이테크놀로지,3년,70.9,95.8,5.9,94.1,10.9,86.9
SK아이이테크놀로지,합산,75.5,92.1,6.6,93.4,15.1,87.0
파크시스템스,1년,85.4,51.1,7.4,92.6,20.9,76.4
파크시스템스,2년,86.5,24.8,9.5,90.5,16.5,67.3
파크시스템스,3년,93.1,19.8,4.3,95.7,7.5,69.5
파크시스템스,합산,88.3,31.9,7.1,92.9,15.0,71.1
녹십자,1년,92.1,96.4,3.6,96.4,6.1,95.0
녹십자,2년,68.4,93.1,3.6,96.4,5.9,86.0
녹십자,3년,83.0,67.7,11.9,88.1,6.0,79.6
녹십자,합산,81.2,85.7,6.4,93.6,6.0,86.9
대웅제약,1년,27.6,90.4,9.7,90.3,20.5,69.4
대웅제약,2년,40.0,92.3,8.0,92.0,55.2,74.8
대웅제약,3년,31.6,88.0,20.1,79.9,26.0,66.5
대웅제약,합산,33.1,90.2,12.6,87.4,33.9,70.2
ISC,1년,9.8,95.3,17.6,82.4,57.3,62.5
ISC,2년,37.7,85.0,12.1,87.9,31.6,70.2
ISC,3년,53.3,90.0,7.7,92.3,19.1,78.5
ISC,합산,33.6,90.1,12.5,87.5,36.0,70.4
한국앤컴퍼니,1년,37.1,78.5,18.3,81.7,20.4,65.8
한국앤컴퍼니,2년,51.7,28.6,22.5,77.5,90.5,52.6
한국앤컴퍼니,3년,48.9,26.1,21.5,78.5,88.1,51.2
한국앤컴퍼니,합산,45.9,44.4,20.8,79.2,66.3,56.5
대주전자재료,1년,67.9,87.7,11.3,88.7,36.6,81.4
대주전자재료,2년,73.8,73.8,19.4,80.6,35.9,76.1
대주전자재료,3년,77.4,69.6,21.1,78.9,51.4,75.3
대주전자재료,합산,73.0,77.0,17.3,82.7,41.3,77.6
주성엔지니어링,1년,42.3,92.8,32.8,67.2,51.0,67.4
주성엔지니어링,2년,62.1,97.8,6.7,93.3,83.9,84.4
주성엔지니어링,3년,45.6,97.8,6.8,93.2,87.3,78.9
주성엔지니어링,합산,50.0,96.1,15.4,84.6,74.1,76.9
일진전기,1년,87.9,61.3,17.4,82.6,36.3,77.3
일진전기,2년,93.1,83.2,6.3,93.7,13.1,90.0
일진전기,3년,92.9,90.0,4.2,95.8,8.6,92.9
일진전기,합산,91.3,78.2,9.3,90.7,19.3,86.7
케어젠,1년,69.5,65.7,26.6,73.4,63.1,69.5
케어젠,2년,10.4,85.9,82.4,17.6,16.6,38.0
케어젠,3년,33.3,78.9,57.1,42.9,38.2,51.7
케어젠,합산,37.7,76.8,55.4,44.6,39.3,53.1
코리안리,1년,63.5,76.9,4.4,95.6,73.0,78.7
코리안리,2년,82.2,57.9,3.7,96.3,91.2,78.8
코리안리,3년,72.3,72.6,4.9,95.1,90.2,80.0
코리안리,합산,72.7,69.1,4.3,95.7,84.8,79.2
풍산,1년,79.7,35.8,15.5,84.5,65.7,66.7
풍산,2년,88.7,37.7,10.7,89.3,86.6,71.9
풍산,3년,93.5,74.9,8.4,91.6,85.5,86.7
풍산,합산,87.3,49.5,11.5,88.5,79.3,75.1
에이비엘바이오,1년,81.1,47.3,51.1,48.9,14.5,59.1
에이비엘바이오,2년,91.5,80.2,18.7,81.3,8.7,84.3
에이비엘바이오,3년,79.4,72.0,26.9,73.1,20.2,74.8
에이비엘바이오,합산,84.0,66.5,32.2,67.8,14.5,72.7
DGB금융지주,1년,71.0,79.4,17.3,82.7,52.3,77.7
DGB금융지주,2년,36.6,89.2,11.1,88.9,77.9,71.6
DGB금융지주,3년,62.8,80.2,8.8,91.2,44.3,78.1
DGB금융지주,합산,56.8,82.9,12.4,87.6,58.2,75.8
오뚜기,1년,55.7,79.5,38.0,62.0,67.1,65.7
오뚜기,2년,79.0,85.4,13.9,86.1,34.9,83.5
오뚜기,3년,77.8,55.4,31.7,68.3,43.6,67.2
오뚜기,합산,70.8,73.4,27.9,72.1,48.5,72.1
롯데쇼핑,1년,91.8,93.0,4.2,95.8,4.8,93.5
롯데쇼핑,2년,94.2,36.4,8.0,92.0,15.1,74.2
롯데쇼핑,3년,92.8,21.9,25.0,75.0,10.7,63.2
롯데쇼핑,합산,92.9,50.4,12.4,87.6,10.2,77.0
호텔신라,1년,86.0,95.0,7.7,92.3,5.2,91.1
호텔신라,2년,96.6,95.2,3.1,96.9,3.7,96.2
호텔신라,3년,87.8,91.4,8.6,91.4,10.8,90.2
호텔신라,합산,90.1,93.9,6.5,93.5,6.6,92.5
HD현대인프라코어,1년,82.4,31.0,26.7,73.3,54.2,62.2
HD현대인프라코어,2년,90.0,72.5,4.0,96.0,22.2,86.2
HD현대인프라코어,3년,94.0,86.8,5.9,94.1,33.4,91.6
HD현대인프라코어,합산,88.8,63.4,12.2,87.8,36.6,80.0
DB하이텍,1년,52.1,67.3,41.4,58.6,10.0,59.3
DB하이텍,2년,40.4,84.0,45.6,54.4,14.9,59.6
DB하이텍,3년,48.6,85.5,33.2,66.8,19.9,67.0
DB하이텍,합산,47.0,78.9,40.1,59.9,14.9,62.0
OCI홀딩스,1년,65.7,91.6,0.8,99.2,23.7,85.5
OCI홀딩스,2년,78.7,70.2,21.0,79.0,19.6,76.0
OCI홀딩스,3년,68.2,77.1,22.3,77.7,31.7,74.3
OCI홀딩스,합산,70.9,79.6,14.7,85.3,25.0,78.6
GS건설,1년,91.4,95.9,4.7,95.3,6.3,94.2
GS건설,2년,93.5,98.1,1.8,98.2,19.6,96.6
GS건설,3년,79.7,98.7,4.7,95.3,16.8,91.2
GS건설,합산,88.2,97.6,3.7,96.3,14.2,94.0
경동나비엔,1년,50.9,94.5,4.4,95.6,80.0,80.3
경동나비엔,2년,82.1,93.3,8.6,91.4,27.9,88.9
경동나비엔,3년,76.9,94.1,8.4,91.6,37.3,87.5
경동나비엔,합산,70.0,94.0,7.1,92.9,48.4,85.6
에스엘,1년,62.1,73.4,28.3,71.7,73.0,69.1
에스엘,2년,60.8,75.2,16.6,83.4,74.9,73.1
에스엘,3년,63.1,82.4,12.3,87.7,75.7,77.7
에스엘,합산,62.0,77.0,19.1,80.9,74.5,73.3
한국콜마,1년,71.6,64.0,16.5,83.5,21.5,73.0
한국콜마,2년,86.7,82.8,11.0,89.0,20.5,86.2
한국콜마,3년,90.6,89.3,7.8,92.2,17.7,90.7
한국콜마,합산,83.0,78.7,11.8,88.2,19.9,83.3
LS에코에너지,1년,91.9,43.1,21.6,78.4,66.8,71.1
LS에코에너지,2년,84.9,56.7,6.9,93.1,92.4,78.2
LS에코에너지,3년,87.9,39.4,6.5,93.5,94.3,73.6
LS에코에너지,합산,88.2,46.4,11.7,88.3,84.5,74.3
솔브레인,1년,10.8,94.6,12.5,87.5,92.4,64.3
솔브레인,2년,17.2,92.1,22.4,77.6,86.9,62.3
솔브레인,3년,34.8,91.0,26.6,73.4,60.0,66.4
솔브레인,합산,20.9,92.6,20.5,79.5,79.8,64.3
에스디바이오센서,1년,88.2,53.9,27.1,72.9,59.7,71.7
에스디바이오센서,2년,94.4,26.8,5.6,94.4,19.5,71.9
에스디바이오센서,3년,88.1,15.6,11.0,89.0,51.7,64.2
에스디바이오센서,합산,90.2,32.1,14.6,85.4,43.6,69.3
서진시스템,1년,88.8,15.8,55.0,45.0,38.8,49.9
서진시스템,2년,93.2,31.6,24.2,75.8,55.3,66.9
서진시스템,3년,94.1,50.1,17.4,82.6,60.7,75.6
서진시스템,합산,92.0,32.5,32.2,67.8,51.6,64.1
금호타이어,1년,29.4,93.9,3.3,96.7,7.0,73.3
금호타이어,2년,71.1,69.0,5.0,95.0,50.3,78.4
금호타이어,3년,79.6,52.1,4.8,95.2,72.6,75.6
금호타이어,합산,60.0,71.7,4.4,95.6,43.3,75.8
제이앤티씨,1년,75.0,16.7,80.9,19.1,13.7,36.9
제이앤티씨,2년,87.8,23.5,73.7,26.3,6.7,45.9
제이앤티씨,3년,91.7,33.3,62.0,38.0,6.6,54.3
제이앤티씨,합산,84.8,24.5,72.2,27.8,9.0,45.7
동원산업,1년,79.0,84.3,8.5,91.5,21.7,84.9
동원산업,2년,83.6,94.1,8.1,91.9,19.0,89.9
동원산업,3년,89.2,90.4,6.1,93.9,14.0,91.2
동원산업,합산,83.9,89.6,7.6,92.4,18.2,88.7
카카오게임즈,1년,91.2,19.6,37.4,62.6,8.5,57.8
카카오게임즈,2년,94.4,52.9,5.0,95.0,12.9,80.8
카카오게임즈,3년,77.2,86.0,5.5,94.5,11.3,85.9
카카오게임즈,합산,87.6,52.8,16.0,84.0,10.9,74.8
보로노이,1년,57.6,86.1,75.0,25.0,4.9,56.2
보로노이,2년,49.6,73.4,76.9,23.1,6.4,48.7
보로노이,3년,63.8,65.9,75.5,24.5,6.2,51.4
보로노이,합산,57.0,75.1,75.8,24.2,5.8,52.1
하이트진로,1년,74.6,62.8,25.5,74.5,40.6,70.6
하이트진로,2년,91.5,78.0,8.1,91.9,15.5,87.1
하이트진로,3년,50.2,97.8,10.1,89.9,59.3,79.3
하이트진로,합산,72.1,79.5,14.6,85.4,38.5,79.0
대우건설,1년,61.9,77.6,23.4,76.6,66.5,72.0
대우건설,2년,87.1,80.1,8.3,91.7,84.5,86.3
대우건설,3년,50.2,87.3,14.1,85.9,91.3,74.5
대우건설,합산,66.4,81.7,15.3,84.7,80.8,77.6
HD현대건설기계,1년,38.6,80.0,14.7,85.3,49.3,68.0
HD현대건설기계,2년,70.7,65.6,10.6,89.4,50.5,75.2
HD현대건설기계,3년,82.2,77.3,5.0,95.0,17.9,84.8
HD현대건설기계,합산,63.8,74.3,10.1,89.9,39.2,76.0
브이티,1년,86.3,90.0,7.8,92.2,52.1,89.5
브이티,2년,94.8,84.9,2.7,97.3,85.2,92.3
브이티,3년,96.4,83.9,2.0,98.0,88.8,92.8
브이티,합산,92.5,86.3,4.2,95.8,75.4,91.5
GS리테일,1년,64.6,80.2,17.5,82.5,40.1,75.8
GS리테일,2년,87.6,94.6,2.9,97.1,16.4,93.1
GS리테일,3년,64.7,83.7,21.9,78.1,16.3,75.5
GS리테일,합산,72.3,86.2,14.1,85.9,24.3,81.5
SK리츠,1년,77.4,66.4,22.8,77.2,38.1,73.7
SK리츠,2년,36.3,71.2,27.7,72.3,41.3,59.9
SK리츠,3년,13.4,85.0,29.3,70.7,60.7,56.4
SK리츠,합산,42.4,74.2,26.6,73.4,46.7,63.3
HLB생명과학,1년,84.6,60.0,18.2,81.8,52.8,75.5
HLB생명과학,2년,85.5,49.6,20.2,79.8,57.7,71.6
HLB생명과학,3년,78.6,47.3,28.8,71.2,58.3,65.7
